Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.,non-JD,none
"TIBERI, Patrick (Pat)","['a Representative from Ohio; born in Columbus, Franklin County, Ohio, \r', 'October 21, 1962; graduated from Northland High School, Columbus, Ohio, 1981; \r', 'B.A., Ohio State University, Columbus, Ohio, 1985; member of the Ohio state \r', 'house of representatives, 1992-2001; elected as a Republican to the One Hundred \r', 'Seventh and to the eight succeeding Congresses until his resignation on January 15, 2018 (January 3, 2001-January 15, 2018); \r', 'chair, Joint Economic Committee (One Hundred Fifteenth Congress).\r']",T000462,1,0,0,0,0,0,0,0,0,0,0,1
"TIERNEY, John F.","['a Representative from Massachusetts; born in Salem, Essex County, \r', 'Mass., September 18, 1951; graduated from Salem High School, Salem, Mass.; \r', 'B.A., Salem State College, Salem, Mass., 1973; J.D., Suffolk University, \r', 'Boston, Mass., 1976; member of the Salem, Mass., chamber of commerce, \r', '1976-1996; President, Salem, Mass. chamber of commerce, 1995; trustee, Salem \r', 'State College, Salem, Mass., 1992-1997; elected as a Democrat to the One \r', 'Hundred Fifth and to the eight succeeding Congresses (January 3, 1997-January \r', '3, 2015); unsuccessful candidate for renomination to the One Hundred Fourteenth \r', 'Congress in 2014.\r']",T000266,1,0,1,0,0,0,0,0,0,0,0,0
"TIPTON, Scott","['a Representative from Colorado; born in Espanola, Rio Arriba County, \r', 'N. Mex., November 9, 1956; graduated from Cortez High School; B.A., Fort Lewis \r', 'College, Durango, Colo., 1978; business owner; member of the Colorado state \r', 'house of representatives, 2008-2010; unsuccessful candidate for election to the \r', 'One Hundred Tenth Congress in 2006; elected as a Republican to the One Hundred \r', 'Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",T000470,1,0,0,0,0,0,0,0,0,0,0,1
"TITUS, Alice (Dina)","['a Representative from Nevada; born in Thomasville, Thomas County, \r', 'Ga., May 23, 1950; A.B., College of William and Mary, Williamsburg, Va., 1970; \r', 'M.A., University of Georgia, Athens, Ga., 1973; Ph.D., Florida State \r', 'University, Tallahassee, Fla., 1976; professor, University of Nevada, Las \r', 'Vegas, Nev., 1977-2011; member of the Nevada state senate, 1989-2008, minority \r', 'leader, 1993-2008; unsuccessful candidate for Governor of Nevada, 2006; elected \r', 'as a Democrat to the One Hundred Eleventh Congress (January 3, 2009-January 3, \r', '2011); unsuccessful candidate for reelection to the One Hundred Twelfth \r', 'Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to \r', 'the two succeeding Congresses (January 3, 2013-present).\r']",T000468,1,0,0,1,0,1,0,0,0,0,1,0
"TONKO, Paul","['a Representative from New York; born in Amsterdam, Montgomery \r', 'County, N.Y., June 18, 1949; graduated from Amsterdam High School, Amsterdam, \r', 'N.Y., 1967; B.S., Clarkson University, Potsdam, N.Y., 1971; public works \r', 'engineer; state transportation agency employee; member of the Montgomery \r', 'County, N.Y. board of supervisors, 1976-1983; chairman, Montgomery County, N.Y. \r', 'board of supervisors, 1981; member of the New York state assembly, 1983-2007; \r', 'president, New York state energy research and development authority, 2007-2008; \r', 'elected as a Democrat to the One Hundred Eleventh and to the four succeeding \r', 'Congresses (January 3, 2009-present).\r']",T000469,0,1,0,0,0,0,0,0,0,0,0,1
"TSONGAS, Nicola S. (Niki)","[' (wife of Paul Tsongas), \r', 'a Representative from Massachusetts; born in Chico, Butte County, \r', 'Calif., April 26, 1946; graduated from Narimasu American High School, Tokyo, \r', 'Japan, 1964; attended Michigan State University, East Lansing, Mich.; B.A., \r', 'Smith College, Northampton, Mass. 1968; J.D., Boston University, Boston, Mass., \r', '1988; social worker; lawyer, private practice; dean of external affairs, \r', 'Middlesex Community College, Lowell, Mass., 1997-2007; elected as a Democrat to \r', 'the One Hundred Tenth Congress, by special election, to fill the vacancy caused \r', 'by the resignation of Representative Martin Meehan, and reelected to the five \r', 'succeeding Congresses (October 16, 2007-present).\r']",T000465,1,0,1,0,0,0,0,0,0,0,0,0
"TURNER, Michael R.","['a Representative from Ohio; born in Dayton, Montgomery County, Ohio, \r', 'January 11, 1960; graduated from Belmont High School, Dayton, Ohio, 1978; B.A., \r', 'Ohio Northern University, Ada, Ohio, 1982; J.D., Case Western Reserve \r', 'University, Cleveland, Ohio, 1985; M.B.A., University of Dayton, Dayton, Ohio, \r', '1992; lawyer, private practice; mayor of Dayton, Ohio, 1994-2002; elected as a \r', 'Republican to the One Hundred Eighth and to the seven succeeding Congresses \r', '(January 3, 2003-present).\r']",T000463,1,0,1,0,1,0,0,0,0,0,1,0
"UPTON, Frederick Stephen","['a Representative from Michigan; born in St. Joseph, Berrien County, \r', 'Mich., April 23, 1953; graduated from Shattuck School, Fairbault, Minn.; A.B., \r', 'University of Michigan, Ann Arbor, Mich., 1975; staff, United States \r', 'Representative David Stockman of Michigan, 1976-1980; staff, United States \r', 'Office of Management and Budget, 1981-1985; elected as a Republican to the One \r', 'Hundredth and to the fifteen succeeding Congresses (January 3, 1987-present); \r', 'chair, Committee on Energy and Commerce (One Hundred Twelfth through One \r', 'Hundred Fourteenth Congresses). \r']",U000031,1,0,0,0,0,0,0,0,0,0,0,1
"VALADAO, David G.","['a Representative from California; born in Hanford, Kings County, \r', 'Calif., April 14, 1977; graduated from Hanford High School, Hanford, Calif., \r', '1995; attended College of the Sequoias, Visalia, Calif., 1996-1998; farmer; \r', 'business owner; member of the California state assembly, 2010-2012; elected as \r', 'a Republican to the One Hundred Thirteenth and to the two succeeding Congresses \r', '(January 3, 2013-present).\r']",V000129,0,0,0,0,0,0,0,0,0,0,0,1
"VAN HOLLEN, Christopher","['a Senator and a Representative from Maryland; born in Karachi, \r', 'Pakistan, January 10, 1959; B.A., Swarthmore College, Swarthmore, Pa., 1982; \r', 'M.P.P., Harvard University, Cambridge, Mass., 1985; J.D., Georgetown \r', 'University, Washington, D.C., 1990; lawyer, private practice; member of the \r', 'Maryland state house of representatives, 1990-1994; member of the Maryland \r', 'state senate, 1994-2002; elected as a Democrat to the One Hundred Eighth and to \r', 'the six succeeding Congresses (January 3, 2003-January 3, 2017); was not a \r', 'candidate for reelection to the House of Representatives but was elected as a \r', 'Democrat to the United States Senate in 2016 for the term ending January 3, \r', '2023; chair, Democratic Senatorial Campaign \r', 'Committee (2017-).\r']",V000128,1,0,1,0,0,0,0,0,0,0,0,0
"VARGAS, Juan","['a Representative from California; born in National City, San Diego \r', 'County, Calif., March 7, 1961; B.A., University of San Diego, San Diego, \r', 'Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard \r', 'University, Cambridge, Mass., 1991; lawyer; business executive; member of the \r', 'San Diego, Calif., city council, 1993-2000; member of the California state \r', 'assembly, 2000-2006; member of the California state senate, 2010-2012; \r', 'unsuccessful candidate for nomination to the One Hundred Third Congress in \r', '1993, the One Hundred Fifth Congress in 1996, and the One Hundred Tenth \r', 'Congress in 2006; elected as a Democrat to the One Hundred Thirteenth and to \r', 'the two succeeding Congresses (January 3, 2013-present).\r']",V000130,1,0,1,0,0,1,0,0,0,0,1,0
"VEASEY, Marc","['a Representative from Texas; born in Fort Worth, Tarrant County, \r', 'Tex., January 3, 1971; graduated from Arlington Heights High School, Fort \r', 'Worth, Tex., 1990; B.S., Texas Wesleyan University, Fort Worth, Tex., 1995; \r', 'journalist; staff, United States Representative J. Martin Frost of Texas; real \r', 'estate; member of the Texas state house of representatives, 2004-2012; \r', 'elected as a Democrat to the One Hundred Thirteenth and to the two succeeding \r', 'Congresses (January 3, 2013-present).\r']",V000131,0,1,0,0,0,0,0,0,0,0,0,1
"VEL&Aacute;ZQUEZ, Nydia M.","['a Representative from New York; born in Yabucoa, P.R., March 28, \r', '1953; B.A., University of Puerto Rico, Rio Piedras, 1974; M.A., New York \r', 'University, New York, N.Y., 1976; faculty, University of Puerto Rico, Humacao, \r', 'P.R., 1976-1981; adjunct professor, Hunter College, City University of New \r', 'York, N.Y., 1981-1983; staff, United States Representative Edolphus Towns of \r', 'New York, 1983; member of the New York, N.Y., city council, 1984; national \r', 'director, Migration Division Office, Puerto Rico department of labor and human \r', 'resources, 1986-1989; director, department of Puerto Rican community affairs in \r', 'the United States for the Commonwealth of Puerto Rico, 1989-1992; elected as a \r', 'Democrat to the One Hundred Third and to the twelve succeeding Congresses \r', '(January 3, 1993-present); chair, Committee on Small Business (One Hundred \r', 'Tenth and One Hundred Eleventh Congresses).\r']",V000081,1,0,0,0,0,1,0,0,0,0,1,0
"VELA, Filemon","['a Representative from Texas; born in Harlingen, Cameron County, \r', 'Tex., February 13, 1963; graduated from St. Joseph&#146;s Academy, Brownsville, \r', 'Tex.; B.A., Georgetown University, Washington, D.C., 1985; J.D., University of \r', 'Texas, Austin, Tex., 1987; civil attorney; elected as a Democrat to the One \r', 'Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",V000132,1,0,1,0,0,0,0,0,0,0,0,0
"VISCLOSKY, Peter","['a Representative from Indiana; born in Gary, Lake County, Ind., \r', 'August 13, 1949; graduated from Andrean High School, Merrillville, Ind.; B.S., \r', 'Indiana University Northwest, Gary, Ind., 1970; J.D., University of Notre Dame \r', 'School of Law, Notre Dame, Ind., 1973; LL.M., Georgetown University Law Center, \r', 'Washington, D.C., 1982; lawyer, private practice; staff, United States House of \r', 'Representatives Committee on Appropriations, 1977-1980; staff, United States \r', 'House of Representatives Committee on the Budget, 1980-1982; elected as a \r', 'Democrat to the Ninety-ninth and to the sixteen succeeding Congresses (January \r', '3, 1985-present).\r']",V000108,0,1,1,0,0,0,0,0,0,0,0,0
"WAGNER, Ann","['a Representative from Missouri; born in St. Louis, Mo., September \r', '13, 1962; graduated from Cor Jesu Academy, St. Louis, Mo., 1980; B.S.B.A., University of Missouri, Columbia, Mo., 1984; businesswoman; \r', 'chair, Missouri Republican Party, 1999-2005; co-chair, Republican National \r', 'Committee, 2001-2005; United States Ambassador to Luxembourg, 2005-2009; \r', 'elected as a Republican to the One Hundred Thirteenth and to the two succeeding \r', 'Congresses (January 3, 2013-present).\r']",W000812,1,1,0,0,0,0,0,0,0,0,0,1
"WALBERG, Tim","['a Representative from Michigan; born in Chicago, Cook County, Ill., \r', 'April 12, 1951; graduated from Thornton Fractional Township North High School, \r', 'Calumet, Ill., 1969; attended Western Illinois University, Macomb, Ill., \r', '1969-1970; attended Moody Bible College Institute, Chicago, Ill., 1970-1973; \r', 'B.S., Fort Wayne Bible College, Fort Wayne., Ind., 1975; M.A., Wheaton College, \r', 'Wheaton, Ill., 1978; minister; member of the Michigan state house of \r', 'representatives, 1983-1998; unsuccessful candidate for nomination to the One \r', 'Hundred Ninth Congress in 2004; elected as a Republican to the One Hundred \r', 'Tenth Congress (January 3, 2007-January 3, 2009); unsuccessful candidate for \r', 'reelection to the One Hundred Eleventh Congress in 2008; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present).\r']",W000798,0,1,0,0,0,1,0,0,0,0,1,0
"WALDEN, Greg","['a Representative from Oregon; born in The Dalles, Wasco County, \r', 'Ore., January 10, 1957; B.S., University of Oregon, Eugene, Ore., 1981; member \r', 'of the Oregon state house of representatives, 1989-1995; member of the Oregon \r', 'state senate, 1995-1997; elected as a Republican to the One Hundred Sixth and \r', 'to the nine succeeding Congresses (January 3, 1999-present); chair, Committee \r', 'on Energy &amp; Commerce (One Hundred Fifteenth Congress).\r']",W000791,0,1,0,0,0,0,0,0,0,0,0,1
"WALORSKI, Jackie","['a Representative from Indiana; born in South Bend, St. Joseph \r', 'County, Ind., August 17, 1963; graduated from James Whitcomb Riley High School, \r', 'South Bend, Ind., 1981; B.A., Taylor University, Upland, Ind., 1985; \r', 'journalist; philanthropist; member of the Indiana state house of \r', 'representatives, 2004-2010; unsuccessful candidate for election to the One \r', 'Hundred Twelfth Congress in 2010; elected as a Republican to the One Hundred \r', 'Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",W000813,1,0,0,0,0,0,0,0,0,0,0,1
"WALZ, Tim","['a Representative from Minnesota; born in West Point, Cuming County, \r', 'Nebr., April 6, 1964; graduated from Butte High School, Butte, Nebr.; B.S., \r', 'Chadron State College, Chadron, Nebr., 1989; M.S., Minnesota State University, \r', '2001; attended Saint Mary&#x2019;s University of Minnesota, Winona, Minn.; \r', 'Nebraska National Guard, 1981-1996; Minnesota National Guard, 1996-2005; \r', 'teacher; elected as a Democrat to the One Hundred Tenth and to the five \r', 'succeeding Congresses (January 3, 2007-present).\r']",W000799,0,1,0,0,0,0,1,0,0,0,1,0
"WASSERMAN SCHULTZ, Debbie","['a Representative from Florida; born in Forest Hills, Queens County, \r', 'N.Y., September 27, 1966; B.A., University of Florida, Gainesville, Fla., 1988; \r', 'M.A., University of Florida, Gainesville, Fla., 1990; staff, United States \r', 'Representative Peter Deutsch of Florida, 1989-1992; member of the Florida state \r', 'house of representatives, 1992-2000; member of the Florida state senate, \r', '2000-2004; elected as a Democrat to the One Hundred Ninth and to the six \r', 'succeeding Congresses (January 3, 2005-present). \r']",W000797,1,0,0,0,0,1,0,0,0,0,1,0
"WATERS, Maxine","['a Representative from California; born Maxine (Moore) Carr, in St. \r', 'Louis, St. Louis County, Mo., August 15, 1938; B.A., California State \r', 'University, Los Angeles, Calif., 1970; teacher; Head Start volunteer \r', 'coordinator; Delegate, Democratic National Conventions, 1972-1988; member of \r', 'the California state assembly, 1977-1991; elected as a Democrat to the One \r', 'Hundred Second and to the thirteen succeeding Congresses (January 3, \r', '1991-present). \r']",W000187,1,0,0,0,0,0,0,0,0,0,0,1
